file,protocol_id,nccp_code,title,intent,duration,cycle_interval,contexts,complete,unresolved,action
protocols/gastrointestinal/00832-nivolumab-28-day-cisplatin-and-5-fluorouracil-therapy.json,nccp-00832-v3,00832,"Nivolumab 28 day, Cisplatin and 5-Fluorouracil Therapy",Advanced disease,,q28d,1,no,duration,sidecar generated
protocols/gastrointestinal/00839-pembrolizumab-and-modified-folfox-6-therapy.json,nccp-00839-v2a,00839,Pembrolizumab and Modified FOLFOX-6 Therapy,Advanced disease,,q14d,1,no,duration,sidecar generated
protocols/gastrointestinal/00843-nivolumab-xelox.json,nccp-00843-v2a,00843,Nivolumab + XELOX,Advanced disease,,q21d,2,no,duration,sidecar generated
protocols/gastrointestinal/00844-nivolumab-modified-folfox6.json,nccp-00844-v4a,00844,Nivolumab + mFOLFOX6,Advanced disease,,q14d,3,no,duration,sidecar generated
protocols/gastrointestinal/00889-pemigatinib-therapy.json,nccp-00889-v1a,00889,Pemigatinib Therapy,Advanced disease,,q21d,1,no,duration,sidecar generated
protocols/gastrointestinal/00890-fruquintinib-monotherapy.json,nccp-00890-v2,00890,Fruquintinib Monotherapy,Advanced disease,,q28d,1,no,duration,sidecar generated
protocols/gastrointestinal/00897-durvalumab-gemcitabine-cisplatin.json,nccp-00897-v3,00897,Durvalumab + Gemcitabine + Cisplatin,Advanced disease,,,2,no,cycle_length_varies;duration_multiphase;cycle_length;duration,sidecar generated
protocols/gastrointestinal/00900-nivolumab-240-mg-and-ipilimumab-1-mg-kg-therapy.json,nccp-00900-v1a,00900,Nivolumab 240 mg and Ipilimumab 1 mg/kg Therapy,Advanced disease,,q21d,1,no,duration,sidecar generated
protocols/gastrointestinal/00901-ivosidenib-therapy.json,nccp-00901-v1a,00901,Ivosidenib Therapy,Advanced disease,,q28d,1,no,duration,sidecar generated
protocols/gastrointestinal/00924-tislelizumab-and-capox-therapy.json,nccp-00924-v1,00924,Tislelizumab and CAPOX Therapy,Advanced disease,,q21d,1,no,duration,sidecar generated
protocols/gastrointestinal/00925-tislelizumab-and-modified-folfox-6-therapy.json,nccp-00925-v1,00925,Tislelizumab and Modified FOLFOX-6 Therapy,Advanced disease,,q14d,1,no,duration,sidecar generated
protocols/gastrointestinal/00926-tremelimumab-durvalumab.json,nccp-00926-v1,00926,Tremelimumab + Durvalumab,Advanced disease,,q28d,2,no,duration,sidecar generated
protocols/genitourinary/00101-cabazitaxel-prednisolone.json,nccp-00101-v8,00101,Cabazitaxel + prednisolone,Advanced disease,,q21d,1,no,duration,sidecar generated
protocols/genitourinary/00103-abiraterone-prednisolone-mcrpc.json,nccp-00103-v9,00103,Abiraterone and prednisolone,Advanced disease,,q28d,1,no,duration,sidecar generated
protocols/genitourinary/00104-axitinib-monotherapy.json,nccp-00104-v6,00104,Axitinib Monotherapy,Advanced disease,Until progression/toxicity,q28d,1,yes,,sidecar generated
protocols/genitourinary/00233-enzalutamide.json,nccp-00233-v7,00233,Enzalutamide,Advanced disease,,q28d,1,no,duration,sidecar generated
protocols/genitourinary/00257-radium-223.json,nccp-00257-v8,00257,Radium-223 (Xofigo),Advanced disease,6 cycles,q28d,1,yes,,sidecar generated
protocols/genitourinary/00282-gemcitabine-and-cisplatin-70-mg-m-28-day.json,nccp-00282-v5,00282,Gemcitabine and Cisplatin 70 mg/m² – 28 day,Advanced disease,6 cycles,q28d,1,yes,,sidecar generated
protocols/genitourinary/00313-docetaxel-50-q14d.json,nccp-00313-v5,00313,Docetaxel 50 q14d,Advanced disease,,q14d,1,no,duration,sidecar generated
protocols/genitourinary/00326-temsirolimus-therapy.json,nccp-00326-v4,00326,Temsirolimus Therapy,Advanced disease,Until progression/toxicity,q28d,1,yes,,sidecar generated
protocols/genitourinary/00333-dose-dense-methotrexate-vinblastine-doxorubicin-and-cisplatin-mvac-14-day.json,nccp-00333-v5a,00333,"Dose-dense Methotrexate, Vinblastine, Doxorubicin and Cisplatin (MVAC) – 14 day",Neoadjuvant,6 cycles,q14d,1,yes,,sidecar generated
protocols/genitourinary/00337-cisplatin-methotrexate-and-vinblastine-cmv-therapy.json,nccp-00337-v5,00337,"Cisplatin, Methotrexate and Vinblastine (CMV) Therapy",Neoadjuvant,3 cycles,q21d,1,yes,,sidecar generated
protocols/genitourinary/00338-methotrexate-vinblastine-doxorubicin-and-cisplatin-mvac-28-day.json,nccp-00338-v5,00338,"Methotrexate, Vinblastine, Doxorubicin and Cisplatin (MVAC) – 28 day",Neoadjuvant,6 cycles,q28d,1,yes,,sidecar generated
protocols/genitourinary/00450-mitomycin-and-5-fluorouracil-with-radiotherapy.json,nccp-00450-v4c,00450,Mitomycin and 5-Fluorouracil with Radiotherapy,Curative,1 cycle,q42d,1,yes,,sidecar generated
protocols/genitourinary/00453-carboplatin-auc-7-and-etoposide-750-mg-m-therapy.json,nccp-00453-v3,00453,Carboplatin AUC 7 and Etoposide 750 mg/m² Therapy,Curative,,q28d,1,no,duration,sidecar generated
protocols/genitourinary/00477-goserelin-10-8mg-q12weeks.json,nccp-00477-v3,00477,Goserelin 10.8 mg,Advanced disease,,q28d,1,no,duration,sidecar generated
protocols/genitourinary/00478-goserelin-3-6mg-q28days.json,nccp-00478-v3,00478,Goserelin 3.6 mg,Advanced disease,,q28d,1,no,duration,sidecar generated
protocols/genitourinary/00479-leuprorelin-22-5mg-q12weeks.json,nccp-00479-v3,00479,Leuprorelin 22.5 mg,Advanced disease,,q28d,1,no,duration,sidecar generated
protocols/genitourinary/00480-triptorelin-11-25mg-q12weeks.json,nccp-00480-v3,00480,Triptorelin 11.25 mg,Advanced disease,,q28d,1,no,duration,sidecar generated
protocols/genitourinary/00481-degarelix.json,nccp-00481-v3,00481,Degarelix,Advanced disease,,q28d,1,no,duration,sidecar generated
protocols/genitourinary/00482-bicalutamide.json,nccp-00482-v3,00482,Bicalutamide,Advanced disease,,q28d,1,no,duration,sidecar generated
protocols/genitourinary/00488-triptorelin-22-5mg-q24weeks.json,nccp-00488-v3,00488,Triptorelin 22.5 mg,Advanced disease,,q28d,1,no,duration,sidecar generated
protocols/genitourinary/00489-triptorelin-3mg-q28days.json,nccp-00489-v3,00489,Triptorelin 3 mg,Advanced disease,,q28d,1,no,duration,sidecar generated
protocols/genitourinary/00490-leuprorelin-7-5mg-q28days.json,nccp-00490-v3,00490,Leuprorelin 7.5 mg,Advanced disease,,q28d,1,no,duration,sidecar generated
protocols/genitourinary/00491-leuprorelin-45mg-q24weeks.json,nccp-00491-v3,00491,Leuprorelin 45 mg,Advanced disease,,q28d,1,no,duration,sidecar generated
protocols/genitourinary/00492-leuprorelin-11-25mg-q12weeks.json,nccp-00492-v3,00492,Leuprorelin 11.25 mg,Advanced disease,,q28d,1,no,duration,sidecar generated
protocols/genitourinary/00493-leuprorelin-30mg-q24weeks.json,nccp-00493-v3,00493,Leuprorelin 30 mg,Advanced disease,,q28d,1,no,duration,sidecar generated
protocols/genitourinary/00494-leuprorelin-3-75mg-q28days.json,nccp-00494-v3,00494,Leuprorelin 3.75 mg,Advanced disease,,q28d,1,no,duration,sidecar generated
protocols/genitourinary/00518-cabozantinib-monotherapy.json,nccp-00518-v2,00518,Cabozantinib Monotherapy,Advanced disease,Until progression/toxicity,q28d,1,yes,,sidecar generated
protocols/genitourinary/00535-avelumab-monotherapy.json,nccp-00535-v6b,00535,Avelumab Monotherapy,Maintenance / Advanced disease,Until progression/toxicity,q14d,2,yes,,sidecar generated
protocols/genitourinary/00546-docetaxel-prednisolone.json,nccp-00546-v3,00546,Docetaxel + prednisolone,Advanced disease,,q28d,1,no,duration,sidecar generated
protocols/genitourinary/00564-tivozanib-monotherapy.json,nccp-00564-v3,00564,Tivozanib Monotherapy,Advanced disease,Until progression/toxicity,q28d,1,yes,,sidecar generated
protocols/genitourinary/00574-apalutamide.json,nccp-00574-v4,00574,Apalutamide,Advanced disease,,q28d,1,no,duration,sidecar generated
protocols/genitourinary/00577-abiraterone-prednisolone-mhspc.json,nccp-00577-v3,00577,Abiraterone and prednisolone,Advanced disease,,q28d,1,no,duration,sidecar generated
protocols/genitourinary/00583-pembrolizumab-200-mg-and-axitinib-therapy.json,nccp-00583-v3b,00583,Pembrolizumab 200 mg and Axitinib Therapy,Advanced disease,Until progression/toxicity,q21d,1,yes,,sidecar generated
protocols/genitourinary/00602-paclitaxel-ifosfamide-and-cisplatin-tip-therapy.json,nccp-00602-v1,00602,"Paclitaxel, Ifosfamide and Cisplatin (TIP) Therapy",Curative,4 cycles,q21d,1,yes,,sidecar generated
protocols/genitourinary/00622-gemcitabine-and-cisplatin-35-mg-m-21-day.json,nccp-00622-v3,00622,Gemcitabine and Cisplatin 35 mg/m² – 21 day,Advanced disease,6 cycles,q21d,1,yes,,sidecar generated
protocols/genitourinary/00628-gemcitabine-and-cisplatin-70-mg-m-21-day.json,nccp-00628-v3,00628,Gemcitabine and Cisplatin 70 mg/m² – 21 day,Advanced disease,6 cycles,q21d,1,yes,,sidecar generated
protocols/genitourinary/00693-darolutamide.json,nccp-00693-v2,00693,Darolutamide,Advanced disease,,q28d,1,no,duration,sidecar generated
protocols/genitourinary/00759-gemcitabine-100-mg-m-with-radiotherapy.json,nccp-00759-v1,00759,Gemcitabine 100 mg/m² with Radiotherapy,Curative,1 cycle,q28d,1,yes,,sidecar generated
protocols/genitourinary/00807-intravesical-bcg.json,nccp-00807-v2,00807,Intravesical BCG,Adjuvant,,q7d,1,no,duration,sidecar generated
protocols/genitourinary/00830-relugolix.json,nccp-00830-v3,00830,Relugolix,Advanced disease,,q28d,1,no,duration,sidecar generated
protocols/genitourinary/00846-enfortumab-vedotin-monotherapy.json,nccp-00846-v3a,00846,Enfortumab Vedotin Monotherapy,Advanced disease,Until progression/toxicity,q28d,1,yes,,sidecar generated
protocols/genitourinary/00848-niraparib-abiraterone-akeega.json,nccp-00848-v2,00848,Niraparib/abiraterone (Akeega),Advanced disease,,q28d,1,no,duration,sidecar generated
protocols/genitourinary/00885-erdafitinib-therapy.json,nccp-00885-v2,00885,Erdafitinib Therapy,Advanced disease,Until progression/toxicity,q28d,1,yes,,sidecar generated
protocols/genitourinary/00894-intravesical-gemcitabine-and-docetaxel.json,nccp-00894-v1,00894,Intravesical Gemcitabine and Docetaxel,Adjuvant,Up to 18 months,q7d,1,yes,,sidecar generated
protocols/genitourinary/00945-enfortumab-vedotin-and-pembrolizumab-therapy.json,nccp-00945-v1,00945,Enfortumab Vedotin and Pembrolizumab Therapy,Advanced disease,Until progression/toxicity,q21d,1,yes,,sidecar generated
protocols/gynaecology/00246-methotrexate-8-day-charing-cross-regimen.json,nccp-00246-v5,00246,Methotrexate 8-day Charing Cross Regimen,Maintenance,,q14d,1,no,duration,sidecar generated
protocols/gynaecology/00247-dactinomycin-therapy.json,nccp-00247-v4,00247,Dactinomycin Therapy,,,q14d,1,no,intent;duration,sidecar generated
protocols/gynaecology/00248-ema-co-therapy.json,nccp-00248-v4,00248,EMA/CO Therapy,,,q14d,1,no,intent;duration,sidecar generated
protocols/gynaecology/00249-intrathecal-methotrexate-for-cns-prophylaxis-in-gtn.json,nccp-00249-v3,00249,Intrathecal Methotrexate for CNS Prophylaxis in GTN,,,q7d,1,no,intent;duration,sidecar generated
protocols/gynaecology/00264-ema-ep-therapy.json,nccp-00264-v3b,00264,EMA/EP Therapy,,,q14d,1,no,intent;duration,sidecar generated
protocols/gynaecology/00266-paclitaxel-etoposide-alternating-with-paclitaxel-cisplatin-te-tp-therapy.json,nccp-00266-v4,00266,Paclitaxel/Etoposide alternating with Paclitaxel/Cisplatin (TE/TP) Therapy,,,q14d,1,no,intent;duration,sidecar generated
protocols/gynaecology/00267-two-day-etoposide-and-cisplatin-ep-therapy.json,nccp-00267-v4,00267,Two-day Etoposide and Cisplatin (EP) Therapy,,,q7d,1,no,intent;duration,sidecar generated
protocols/gynaecology/00300-bleomycin-etoposide-and-cisplatin-bep-therapy.json,nccp-00300-v7b,00300,"Bleomycin, Etoposide and Cisplatin (BEP) Therapy",Advanced disease,,q21d,1,no,duration,sidecar generated
protocols/gynaecology/00301-etoposide-and-cisplatin-20-mg-m-ep-5-day-therapy.json,nccp-00301-v5,00301,Etoposide and Cisplatin 20 mg/m² (EP) 5-day Therapy,Advanced disease,,q21d,1,no,duration,sidecar generated
protocols/gynaecology/00303-carboplatin-paclitaxel-21-day.json,nccp-00303-v6,00303,Carboplatin + Paclitaxel (21 day),Multiple indications,6 cycles,q21d,2,no,intent,sidecar generated
protocols/gynaecology/00306-gemcitabine-carboplatin.json,nccp-00306-v7,00306,Gemcitabine + Carboplatin AUC4,Multiple indications,,q21d,3,no,intent;duration,sidecar generated
protocols/gynaecology/00308-carboplatin-auc-6-and-weekly-paclitaxel-80-mg-m-therapy.json,nccp-00308-v7,00308,Carboplatin AUC 6 and Weekly Paclitaxel 80 mg/m² Therapy,Adjuvant,,,1,no,cycle_length_varies;duration;cycle_length,sidecar generated
protocols/gynaecology/00312-topotecan-monotherapy-weekly.json,nccp-00312-v5,00312,Topotecan Monotherapy – Weekly,Advanced disease,,,1,no,cycle_length_varies;duration;cycle_length,sidecar generated
protocols/gynaecology/00375-trabectedin-and-pegylated-liposomal-doxorubicin-therapy.json,nccp-00375-v6,00375,Trabectedin and Pegylated Liposomal Doxorubicin Therapy,,,q21d,1,no,intent;duration,sidecar generated
protocols/gynaecology/00385-cisplatin-40-mg-m-weekly-with-radiotherapy.json,nccp-00385-v5,00385,Cisplatin 40 mg/m² Weekly with Radiotherapy,Advanced disease / Curative,,q7d,2,no,duration,sidecar generated
protocols/gynaecology/00419-carboplatin-auc-2-weekly-with-radiotherapy.json,nccp-00419-v4,00419,Carboplatin AUC 2 Weekly with Radiotherapy,Curative,,q7d,1,no,duration,sidecar generated
protocols/gynaecology/00499-gemcitabine-1000-mg-m-carboplatin-auc-4-and-bevacizumab-15-mg-kg-therapy-21-day.json,nccp-00499-v8,00499,"Gemcitabine 1000 mg/m², Carboplatin AUC 4 and Bevacizumab 15 mg/kg Therapy – 21 day",,,q21d,1,no,intent;duration,sidecar generated
protocols/gynaecology/00620-bevacizumab-7-5-mg-kg-carboplatin-auc-5-and-paclitaxel-175-mg-m-therapy.json,nccp-00620-v2,00620,"Bevacizumab 7.5 mg/kg, Carboplatin AUC 5 and Paclitaxel 175 mg/m² Therapy",,,q21d,1,no,intent;duration,sidecar generated
protocols/gynaecology/00624-carboplatin-pegylated-liposomal-doxorubicin.json,nccp-00624-v3,00624,Carboplatin + pegylated liposomal doxorubicin,Multiple indications,6 cycles,q28d,2,no,intent,sidecar generated
protocols/gynaecology/00676-cisplatin-50-mg-m-chemoradiation-followed-by-carboplatin-auc-5-and-paclitaxel-175-mg-m.json,nccp-00676-v3,00676,Cisplatin 50 mg/m² Chemoradiation followed by Carboplatin AUC 5 and Paclitaxel 175 mg/m²,Adjuvant,,q21d,1,no,duration,sidecar generated
protocols/gynaecology/00716-bevacizumab-15-mg-kg-carboplatin-auc-5-and-paclitaxel-175-mg-m-therapy.json,nccp-00716-v2,00716,"Bevacizumab 15 mg/kg, Carboplatin AUC 5 and Paclitaxel 175 mg/m² Therapy",Curative,,q21d,1,no,duration,sidecar generated
protocols/gynaecology/00746-olaparib-tablet-and-bevacizumab-therapy.json,nccp-00746-v2,00746,Olaparib (Tablet) and Bevacizumab Therapy,Maintenance,,q21d,1,no,duration,sidecar generated
protocols/gynaecology/00766-bevacizumab-carboplatin-paclitaxel.json,nccp-00766-v2,00766,Bevacizumab + Carboplatin/Paclitaxel,Advanced disease,,q21d,1,no,duration_multiphase;duration,sidecar generated
protocols/gynaecology/00769-bevacizumab-10-mg-kg-and-paclitaxel-80-mg-m-days-1-8-15-and-22.json,nccp-00769-v2,00769,"Bevacizumab 10 mg/kg and Paclitaxel 80 mg/m² Days 1, 8, 15 and 22",Advanced disease,,q28d,1,no,duration,sidecar generated
protocols/gynaecology/00771-bevacizumab-10-mg-kg-and-topotecan-4-mg-m-therapy.json,nccp-00771-v2,00771,Bevacizumab 10 mg/kg and Topotecan 4 mg/m² Therapy,Advanced disease,,q21d,1,no,duration,sidecar generated
protocols/gynaecology/00772-bevacizumab-10-mg-kg-and-pegylated-liposomal-doxorubicin-40-mg-m-therapy.json,nccp-00772-v3,00772,Bevacizumab 10 mg/kg and Pegylated Liposomal Doxorubicin 40 mg/m² Therapy,Advanced disease,,q28d,1,no,duration,sidecar generated
protocols/gynaecology/00799-bevacizumab-paclitaxel-cisplatin.json,nccp-00799-v2,00799,Bevacizumab + paclitaxel + cisplatin,Curative,,q21d,1,no,duration,sidecar generated
protocols/gynaecology/00811-pembrolizumab-paclitaxel-175-mg-m-carboplatin-auc-5-and-bevacizumab-therapy.json,nccp-00811-v2,00811,"Pembrolizumab, Paclitaxel 175 mg/m², Carboplatin AUC 5 and Bevacizumab Therapy",Advanced disease,,q21d,1,no,duration,sidecar generated
protocols/gynaecology/00812-cemiplimab-therapy.json,nccp-00812-v3a,00812,Cemiplimab Therapy,Advanced disease,Until progression/toxicity,q21d,1,yes,,sidecar generated
protocols/gynaecology/00817-pembrolizumab-paclitaxel-175-mg-m-and-carboplatin-auc-5-therapy.json,nccp-00817-v2,00817,"Pembrolizumab, Paclitaxel 175 mg/m² and Carboplatin AUC 5 Therapy",Advanced disease,,q21d,1,no,duration,sidecar generated
protocols/gynaecology/00819-dostarlimab-therapy.json,nccp-00819-v2,00819,Dostarlimab Therapy,Advanced disease,,q21d,1,no,duration,sidecar generated
protocols/gynaecology/00862-niraparib-tablets-monotherapy.json,nccp-00862-v2,00862,Niraparib tablets monotherapy,Maintenance,,q28d,3,no,duration,sidecar generated
protocols/gynaecology/00904-rucaparib-tablets-monotherapy.json,nccp-00904-v1,00904,Rucaparib (Tablets) Monotherapy,Maintenance,,q28d,1,no,duration,sidecar generated
protocols/gynaecology/00929-dostarlimab-paclitaxel-and-carboplatin-therapy.json,nccp-00929-v1,00929,"Dostarlimab, Paclitaxel and Carboplatin Therapy",Advanced disease,,q21d,1,no,duration,sidecar generated
protocols/head-neck/00242-vandetanib-monotherapy.json,nccp-00242-v6,00242,Vandetanib Monotherapy,Advanced disease,Until progression/toxicity,q28d,1,yes,,sidecar generated
protocols/head-neck/00295-lenvatinib-dtc-therapy.json,nccp-00295-v6,00295,Lenvatinib DTC Therapy,Advanced disease,Until progression/toxicity,q28d,1,yes,,sidecar generated
protocols/head-neck/00314-cisplatin-and-5-fluorouracil-28-day.json,nccp-00314-v4b,00314,Cisplatin and 5-Fluorouracil – 28 day,Advanced disease,Until progression/toxicity,q28d,1,yes,,sidecar generated
protocols/head-neck/00315-docetaxel-75-cisplatin-75-and-5-fluorouracil-1000-induction-tpf.json,nccp-00315-v7a,00315,"Docetaxel 75, Cisplatin 75 and 5-Fluorouracil 1000 – Induction TPF",Neoadjuvant,3 cycles,q21d,1,yes,,sidecar generated
protocols/head-neck/00323-docetaxel-75-cisplatin-100-and-5-fluorouracil-1000-tcf-chemoradiation.json,nccp-00323-v7b,00323,"Docetaxel 75, Cisplatin 100 and 5-Fluorouracil 1000 (TCF) Chemoradiation",Neoadjuvant,3 cycles,q21d,1,yes,,sidecar generated
protocols/head-neck/00324-docetaxel-75-cisplatin-75-5-fluorouracil-750-tcf-and-radiotherapy.json,nccp-00324-v6b,00324,"Docetaxel 75, Cisplatin 75, 5-Fluorouracil 750 (TCF) and Radiotherapy",Neoadjuvant,4 cycles,q21d,1,yes,,sidecar generated
protocols/head-neck/00332-carboplatin-auc-1-5-chemoradiation-7-day.json,nccp-00332-v4,00332,Carboplatin AUC 1.5 Chemoradiation – 7 day,Curative,,q7d,1,no,duration,sidecar generated
protocols/head-neck/00387-cisplatin-100-mg-m-with-radiotherapy.json,nccp-00387-v5,00387,Cisplatin 100 mg/m² with Radiotherapy,Curative,3 cycles,q21d,1,yes,,sidecar generated
protocols/head-neck/00417-cetuximab-cisplatin-100-mg-m-and-5-fluorouracil-21-day.json,nccp-00417-v7,00417,"Cetuximab, Cisplatin 100 mg/m² and 5-Fluorouracil – 21 day",Advanced disease,Until progression/toxicity,q21d,1,yes,,sidecar generated
protocols/head-neck/00418-cetuximab-carboplatin-auc-5-and-5-fluorouracil-21-day.json,nccp-00418-v7,00418,"Cetuximab, Carboplatin AUC 5 and 5-Fluorouracil – 21 day",Advanced disease,Until progression/toxicity,q21d,1,yes,,sidecar generated
protocols/head-neck/00514-gemcitabine-1250-mg-m-monotherapy-21-day.json,nccp-00514-v3,00514,Gemcitabine 1250 mg/m² Monotherapy – 21 day,Advanced disease,6 cycles,q21d,1,yes,,sidecar generated
protocols/head-neck/00517-gemcitabine-1250-mg-m-and-cisplatin-80-mg-m-21-day.json,nccp-00517-v2,00517,Gemcitabine 1250 mg/m² and Cisplatin 80 mg/m² – 21 day,Advanced disease,6 cycles,q21d,1,yes,,sidecar generated
protocols/head-neck/00552-carboplatin-auc-5-and-5-fluorouracil-1000-mg-m-day-28-day.json,nccp-00552-v6,00552,Carboplatin AUC 5 and 5-Fluorouracil 1000 mg/m²/day – 28 day,Adjuvant,3 cycles,q28d,1,yes,,sidecar generated
protocols/head-neck/00589-carboplatin-70-mg-m-and-5-fluorouracil-600-mg-m-with-radiotherapy.json,nccp-00589-v4,00589,Carboplatin 70 mg/m² and 5-Fluorouracil 600 mg/m² with Radiotherapy,Curative,3 cycles,q21d,1,yes,,sidecar generated
protocols/head-neck/00591-carboplatin-auc-4-and-5-fluorouracil-600-mg-m-with-radiotherapy.json,nccp-00591-v3,00591,Carboplatin AUC 4 and 5-Fluorouracil 600 mg/m² with Radiotherapy,Curative,3 cycles,q21d,1,yes,,sidecar generated
protocols/head-neck/00615-cyclophosphamide-doxorubicin-and-cisplatin-21-day.json,nccp-00615-v2,00615,"Cyclophosphamide, Doxorubicin and Cisplatin – 21 day",Advanced disease,6 cycles,q21d,1,yes,,sidecar generated
protocols/head-neck/00696-paclitaxel-days-1-8-and-15-with-cetuximab-days-1-and-15-28-day.json,nccp-00696-v2,00696,"Paclitaxel Days 1, 8 and 15 with Cetuximab Days 1 and 15 – 28 day",Advanced disease,Until progression/toxicity,q28d,1,yes,,sidecar generated
protocols/head-neck/00705-pembrolizumab-carboplatin-auc-5-and-5-fluorouracil.json,nccp-00705-v2d,00705,"Pembrolizumab, Carboplatin AUC 5 and 5-Fluorouracil",Advanced disease,6 cycles,q21d,1,yes,,sidecar generated
protocols/head-neck/00706-pembrolizumab-cisplatin-and-5-fluorouracil.json,nccp-00706-v3,00706,"Pembrolizumab, Cisplatin and 5-Fluorouracil",Advanced disease,6 cycles,q21d,1,yes,,sidecar generated
protocols/head-neck/00893-methotrexate-40-mg-m-monotherapy-28-day.json,nccp-00893-v1,00893,Methotrexate 40 mg/m² Monotherapy – 28 day,Advanced disease,Until progression/toxicity,q28d,1,yes,,sidecar generated
protocols/head-neck/00903-gemcitabine-1000-mg-m-and-cisplatin-80-mg-m-induction.json,nccp-00903-v1,00903,Gemcitabine 1000 mg/m² and Cisplatin 80 mg/m² Induction,Neoadjuvant,3 cycles,q21d,1,yes,,sidecar generated
protocols/lung/00219-erlotinib-monotherapy.json,nccp-00219-v6,00219,Erlotinib Monotherapy,Maintenance,,q1d,1,no,duration,sidecar generated
protocols/lung/00220-gefitinib-monotherapy.json,nccp-00220-v5,00220,Gefitinib Monotherapy,Advanced disease,,q1d,1,no,duration,sidecar generated
protocols/lung/00221-afatinib-monotherapy.json,nccp-00221-v5,00221,Afatinib Monotherapy,Advanced disease,,q1d,1,no,duration,sidecar generated
protocols/lung/00222-pemetrexed-monotherapy.json,nccp-00222-v5,00222,Pemetrexed Monotherapy,Maintenance,,q21d,1,no,duration,sidecar generated
protocols/lung/00243-crizotinib-monotherapy.json,nccp-00243-v7,00243,Crizotinib Monotherapy,Advanced disease,,q1d,1,no,duration,sidecar generated
protocols/lung/00271-carboplatin-etoposide.json,nccp-00271-v7,00271,Carboplatin + Etoposide,,6 cycles,q21d,1,no,intent,sidecar generated
protocols/lung/00280-cisplatin-etoposide.json,nccp-00280-v6,00280,Cisplatin + Etoposide,Multiple indications,6 cycles,q21d,2,no,intent,sidecar generated
protocols/lung/00281-gemcitabine-cisplatin.json,nccp-00281-v7,00281,Gemcitabine + Cisplatin 75,Advanced disease / Neoadjuvant,Indication-dependent,q21d,3,no,duration,sidecar generated
protocols/lung/00304-carboplatin-paclitaxel.json,nccp-00304-v8,00304,Carboplatin AUC6 + Paclitaxel 200,Adjuvant / Advanced disease / Neoadjuvant,Indication-dependent,q21d,4,no,duration,sidecar generated
protocols/lung/00309-weekly-carboplatin-auc2-and-paclitaxel-50-mg-m2-with-radiotherapy.json,nccp-00309-v6,00309,Weekly Carboplatin AUC2 and Paclitaxel 50 mg/m² with Radiotherapy,,,q7d,1,no,intent;duration,sidecar generated
protocols/lung/00310-gemcitabine-carboplatin.json,nccp-00310-v7,00310,Gemcitabine + Carboplatin AUC5,Neoadjuvant,,q21d,1,no,duration,sidecar generated
protocols/lung/00317-pemetrexed-cisplatin.json,nccp-00317-v7,00317,Pemetrexed + Cisplatin,Multiple indications,Indication-dependent,q21d,4,no,intent;duration,sidecar generated
protocols/lung/00318-pemetrexed-and-carboplatin-therapy.json,nccp-00318-v6,00318,Pemetrexed and Carboplatin Therapy,Neoadjuvant,,q21d,1,no,duration,sidecar generated
protocols/lung/00319-carboplatin-and-oral-etoposide-therapy-21-day.json,nccp-00319-v5,00319,Carboplatin and Oral Etoposide Therapy – 21 day,,,q21d,1,no,intent;duration,sidecar generated
protocols/lung/00339-vinorelbine-days-1-8-15-and-cisplatin-day-1-21-day.json,nccp-00339-v7,00339,"Vinorelbine Days 1, 8, 15 and Cisplatin Day 1 – 21 day",Adjuvant,,q21d,1,no,duration,sidecar generated
protocols/lung/00340-ceritinib-monotherapy.json,nccp-00340-v4,00340,Ceritinib Monotherapy,Advanced disease,,q1d,1,no,duration,sidecar generated
protocols/lung/00343-vinorelbine-and-cisplatin-therapy-28-day.json,nccp-00343-v7,00343,Vinorelbine and Cisplatin Therapy – 28 day,Adjuvant,,q28d,1,no,duration,sidecar generated
protocols/lung/00353-osimertinib-monotherapy.json,nccp-00353-v5,00353,Osimertinib Monotherapy,Adjuvant,,q1d,1,no,duration,sidecar generated
protocols/lung/00372-nintedanib-therapy-with-docetaxel.json,nccp-00372-v6,00372,Nintedanib Therapy with Docetaxel,,,q21d,1,no,intent;duration,sidecar generated
protocols/lung/00388-oral-etoposide-therapy.json,nccp-00388-v3,00388,Oral Etoposide Therapy,,,q21d,1,no,intent;duration,sidecar generated
protocols/lung/00401-alectinib-monotherapy.json,nccp-00401-v6,00401,Alectinib Monotherapy,Adjuvant,,q1d,1,no,duration,sidecar generated
protocols/lung/00456-cisplatin-50-mg-m2-etoposide-50-mg-m2-and-thoracic-radiotherapy-28-day.json,nccp-00456-v4,00456,"Cisplatin 50 mg/m², Etoposide 50 mg/m² and Thoracic Radiotherapy – 28 day",,,q28d,1,no,intent;duration,sidecar generated
protocols/lung/00544-atezolizumab-1200-mg-monotherapy-21-day.json,nccp-00544-v14,00544,Atezolizumab 1200 mg Monotherapy – 21 day,Adjuvant,,q21d,1,no,duration,sidecar generated
protocols/lung/00561-carboplatin-auc3-etoposide-50-mg-m2-and-thoracic-radiotherapy-28-day.json,nccp-00561-v4,00561,"Carboplatin AUC3, Etoposide 50 mg/m² and Thoracic Radiotherapy – 28 day",,,q28d,1,no,intent;duration,sidecar generated
protocols/lung/00562-brigatinib-therapy.json,nccp-00562-v3,00562,Brigatinib Therapy,Advanced disease,,q1d,1,no,duration,sidecar generated
protocols/lung/00565-dacomitinib-monotherapy.json,nccp-00565-v3,00565,Dacomitinib Monotherapy,Advanced disease,,q1d,1,no,duration,sidecar generated
